Indicator Name,Year,Value,Group
"Population ages 05-09, female (% of female population)",1994,8.094816967,Demographics
"Population ages 10-14, female (% of female population)",1994,87454486.0,Demographics
"Population ages 15-19, female (% of female population)",1994,4.253850946,Demographics
"Population ages 20-24, female (% of female population)",1994,43249197.0,Demographics
"Population ages 25-29, female (% of female population)",1994,5.764625033,Demographics
"Population ages 30-34, female (% of female population)",1994,10.0,Demographics
"Population ages 35-39, female (% of female population)",1994,,Demographics
"Population ages 40-44, female (% of female population)",1994,20014369.0,Demographics
"Population ages 45-49, female (% of female population)",1994,9756868.0,Demographics
"Population ages 50-54, female (% of female population)",1994,83.403268,Demographics
"Population ages 55-59, female (% of female population)",1994,14.14717068,Demographics
"Population ages 60-64, female (% of female population)",1994,16.49423889,Demographics
"Population ages 65-69, female (% of female population)",1994,79.69682927,Demographics
"Population ages 70-74, female (% of female population)",1994,,Demographics
"Population ages 75-79, female (% of female population)",1994,3.9,Demographics
"Population ages 80 and above, female (% of female population)",1994,,Demographics
Dependancy,1994,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",1994,,Demographics
"Age dependency ratio, old (% of working-age population)",1994,,Demographics
"Population ages 0-14, female",1994,,Demographics
"Population ages 0-14, male (% of male population)",1994,,Demographics
"Population ages 0-14, total",1994,,Demographics
"Population ages 15-64, female",1994,,Demographics
"Population ages 15-64, male (% of male population)",1994,3.061907908,Demographics
"Population ages 15-64, total",1994,17709145.0,Demographics
Population ages 65 and above (% of total population),1994,10469873.0,Demographics
"Population ages 65 and above, female",1994,5.972012308,Demographics
"Population ages 65 and above, male",1994,7.205389357,Demographics
"Population ages 65 and above, total",1994,7.342330863,Demographics
"Survival to age 65, male (% of cohort)",1994,6.032843107,Longevity
"Life expectancy at birth, total (years)",1994,7.68922138,Longevity
"Mortality rate, infant, female (per 1,000 live births)",1994,6.912495195,Mortality
"Birth rate, crude (per 1,000 people)",1994,5.078028664,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),1994,4.528317137,Other Health Indicators
Prevalence of undernourishment (% of population),1994,1.5,Demographics
Prevalence of severe food insecurity in the population (%),1994,4.6,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",1994,50.013,Healthcare
External health expenditure per capita (current US$),1994,,Healthcare
"External health expenditure per capita, PPP (current international $)",1994,,Healthcare
Current health expenditure per capita (current US$),1994,,Healthcare
Completeness of birth registration (%),1994,,Other Health Indicators
"Completeness of birth registration, female (%)",1994,,Other Health Indicators
"Fertility rate, total (births per woman)",1994,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",1994,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",1994,,Mortality
"Tuberculosis case detection rate (%, all forms)",1994,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1994,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",1994,0.013130323,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",1994,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",1994,7.2509,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),1994,80.0,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",1994,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",1994,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),1994,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",1994,,Other Health Indicators
Lifetime risk of maternal death (%),1994,,Mortality
Use of insecticide-treated bed nets (% of under-5 population),1994,,Demographics
"Nurses and midwives (per 1,000 people)",1994,0.7,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",1994,6941.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",1994,5003.0,Demographics
Children (ages 0-14) newly infected with HIV,1994,,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",1994,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),1994,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1994,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",1994,,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1994,,Mortality
Number of under-five deaths,1994,,Mortality
Number of deaths ages 20-24 years,1994,,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1994,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1994,15.5,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",1994,,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",1994,5.3,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",1994,2.5,Other Health Indicators
Low-birthweight babies (% of births),1994,2709.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),1994,5030.0,Other Health Indicators
Number of maternal deaths,1994,1041.0,Mortality
"Specialist surgical workforce (per 100,000 population)",1994,,Demographics
"Hospital beds (per 1,000 people)",1994,43.13502454,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1994,91.864578,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",1994,82.98,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",1994,,Mortality
Number of neonatal deaths,1994,101.252,Mortality
Number of infant deaths,1994,,Mortality
Number of deaths ages 10-14 years,1994,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1994,,Other Health Indicators
Age dependency ratio (% of working-age population),1994,,Demographics
"Survival to age 65, female (% of cohort)",1994,,Longevity
"Life expectancy at birth, female (years)",1994,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",1994,,Mortality
Tuberculosis treatment success rate (% of new cases),1994,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",1994,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1994,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1994,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1994,7616.0,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1994,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1994,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1994,,Demographics
Pregnant women receiving prenatal care (%),1994,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1994,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1994,2.3,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1994,6.4,Mortality
"Incidence of malaria (per 1,000 population at risk)",1994,18.08540709,Demographics
"Community health workers (per 1,000 people)",1994,0.8,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1994,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1994,3510.0,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1994,,Other Health Indicators
Children (0-14) living with HIV,1994,-0.329288216,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1994,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1994,49.29145842,Mortality
Women's share of population ages 15+ living with HIV (%),1994,22.88546868,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1994,2.029392565,Mortality
"Cause of death, by injury (% of total)",1994,3.007572392,Mortality
Number of deaths ages 15-19 years,1994,11.73262645,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1994,4.735940211,Other Health Indicators
Rural population growth (annual %),1994,6.324120208,Demographics
"Completeness of birth registration, urban (%)",1994,8.451991909,Other Health Indicators
"Population, male (% of total population)",1994,6.546743309,Demographics
"Age dependency ratio, young (% of working-age population)",1994,7.054467124,Demographics
Population ages 15-64 (% of total population),1994,69.86410239,Demographics
"Population ages 15-64, female (% of female population)",1994,68.13479028,Demographics
Population ages 0-14 (% of total population),1994,15.98872693,Demographics
"Population ages 0-14, female (% of female population)",1994,15.37097083,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1994,,Other Health Indicators
Wanted fertility rate (births per woman),1994,,Other Health Indicators
"Life expectancy at birth, male (years)",1994,76.57,Longevity
"Mortality rate, infant (per 1,000 live births)",1994,4.3,Mortality
"Death rate, crude (per 1,000 people)",1994,7.1,Mortality
